agent,step,perturbation,memory,intent,correction,constraint,truth,coherence,gv,mode,reasons,action
low_recovery_agent,156,0.0,0.923771,0.899334,0.962907,0.948516,0.966325,0.918643,0.94028,STABLE,,continue
low_recovery_agent,157,0.0,0.944886,0.90326,0.970203,0.95866,0.959024,0.927322,0.946854,STABLE,,continue
low_recovery_agent,158,0.0,0.953344,0.894836,0.966212,0.973179,0.96632,0.926385,0.950187,STABLE,,continue
low_recovery_agent,159,0.0,0.953136,0.905295,0.968179,0.975745,0.975953,0.933125,0.955354,STABLE,,continue
low_recovery_agent,160,0.0,0.948712,0.911096,0.967474,0.962097,0.968937,0.933387,0.951453,STABLE,,continue
low_recovery_agent,161,0.0,0.967512,0.920011,0.956711,0.950142,0.970642,0.937647,0.951954,STABLE,,continue
low_recovery_agent,162,0.0,0.985099,0.922703,0.973071,0.958199,0.978026,0.944559,0.961877,STABLE,,continue
low_recovery_agent,163,0.0,0.972648,0.936484,0.971768,0.970633,0.971884,0.952686,0.964088,STABLE,,continue
low_recovery_agent,164,0.0,0.976082,0.943624,0.972373,0.977351,0.971778,0.957625,0.96763,STABLE,,continue
low_recovery_agent,165,0.0,0.971045,0.962893,0.984962,0.971804,0.980031,0.967636,0.974012,STABLE,,continue
low_recovery_agent,166,0.0,0.965379,0.953161,0.996443,0.957329,0.991117,0.957602,0.9721,STABLE,,continue
low_recovery_agent,167,0.0,0.964957,0.953715,1.0,0.967024,0.983662,0.960107,0.973496,STABLE,,continue
low_recovery_agent,168,0.0,0.974265,0.957487,0.987439,0.968326,0.998961,0.964953,0.976926,STABLE,,continue
low_recovery_agent,169,0.0,0.992595,0.967084,0.976491,0.976114,1.0,0.972238,0.981463,STABLE,,continue
low_recovery_agent,170,0.0,1.0,0.97681,0.98191,0.977564,0.993916,0.978148,0.984777,STABLE,,continue
low_recovery_agent,171,0.0,0.981021,0.981528,0.985145,0.985181,0.981095,0.981143,0.982698,STABLE,,continue
low_recovery_agent,172,0.0,0.988625,1.0,0.987059,0.985913,0.985905,0.984958,0.988347,STABLE,,continue
low_recovery_agent,173,0.0,1.0,0.989764,0.990074,0.979198,0.981718,0.981925,0.986542,STABLE,,continue
low_recovery_agent,174,0.0,0.999504,1.0,1.0,0.985573,0.979615,0.985581,0.991094,STABLE,,continue
low_recovery_agent,175,0.0,1.0,0.995724,0.994289,0.969136,0.995431,0.981514,0.98895,STABLE,,continue
low_recovery_agent,176,0.0,1.0,1.0,0.980827,0.986526,0.996548,0.986192,0.991174,STABLE,,continue
low_recovery_agent,177,0.0,1.0,0.983522,0.996965,0.995618,0.996473,0.989678,0.994133,STABLE,,continue
low_recovery_agent,178,0.0,1.0,0.976807,0.991402,0.991382,0.978267,0.980102,0.986349,STABLE,,continue
low_recovery_agent,179,0.0,1.0,0.990044,0.985042,0.995648,0.977589,0.982972,0.988071,STABLE,,continue
